"","MosqPerL","WayPt_ID","Address","LatY","LongX","DispX","DispY","Neighborhood","MosqSpp","MosqCount","Date","Day","Month","Year","EpiWeek","Sampledtire","NSampledTires","water_L","no_cover","open.","w_cover","veg_cover.","veg_in_tire","chir","cer","tox","tris","noto","oligo","mites","dyticid","cop","ostra","daph","rubber","inverts","seeds","sticks","man.made","cpm","fpm","leaf","rocks","algae_moss","shells","grass","comments","Buffer","Area_km2","Open.Water","Developed.Open.Space","Developed.Low.Intensity","Developed.Medium.Intensity","Developed.High.Intensity","Barren.Land","Deciduous.Forest","Shrub.Scrub","Grassland.Herbaceous","Pasture.Hay","Cultivated.Crops","Woody.Wetlands","Emergent.Herbaceous.Wetlands","PovPast12M","Unemp","Employed","NoSchool","SomeColleg","AssDegree","Bachelors","Masters","ProfDegree","PhD","Rented_Unocupied","SoldUnocup","OtherVacan","Adj_X","Adj_Y","optional","INLAWeek"
"515",0,"33","2831 Second St",29.94282,-90.091118,1899-12-31 00:00:01,1899-12-31 00:00:01,"Broadmoor","Cx. quinq",0,2018-09-19,19,9,2018,38,3,180,1.24,96,99.84,0,0.159999999999997,"n",3,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776681626541,3316.00909504557,TRUE,29
"516",0,"33","2832 Second St",29.94282,-90.091118,1899-12-31 00:00:00,1899-12-31 00:00:00,"Broadmoor","Cx. quinq",0,2018-09-19,19,9,2018,38,4,180,1.73,96,99.84,0,0.159999999999997,"n",15,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776499743863,3316.00864662992,TRUE,29
"517",0,"33","2833 Second St",29.94282,-90.091118,1899-12-31 00:00:01,1899-12-31 00:00:00,"Broadmoor","Cx. quinq",0,2018-09-19,19,9,2018,38,5,180,1.53,96,99.84,0,0.159999999999997,"n",12,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776488494967,3316.00909014718,TRUE,29
"518",0,"33","2829 Second St",29.94282,-90.091118,1899-12-31 00:00:00,1899-12-31 00:00:01,"Broadmoor","A. crucians",0,2018-09-19,19,9,2018,38,1,180,1.19,96,99.84,0,0.159999999999997,"n",78,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776692875445,3316.00865152831,TRUE,29
"519",0,"33","2830 Second St",29.94282,-90.091118,NA,1899-12-31 00:00:00,"Broadmoor","A. crucians",0,2018-09-19,19,9,2018,38,2,180,0.75,96,99.84,0,0.159999999999997,"n",3,3,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776300987837,3316.00886349017,TRUE,29
"520",0,"33","2831 Second St",29.94282,-90.091118,NA,1899-12-31 00:00:01,"Broadmoor","A. crucians",0,2018-09-19,19,9,2018,38,3,180,1.24,96,99.84,0,0.159999999999997,"n",3,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776880382572,3316.00887818533,TRUE,29
"521",0,"33","2832 Second St",29.94282,-90.091118,1899-12-31 00:00:01,NA,"Broadmoor","A. crucians",0,2018-09-19,19,9,2018,38,4,180,1.73,96,99.84,0,0.159999999999997,"n",15,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776582248528,3316.00920347569,TRUE,29
"522",0,"33","2833 Second St",29.94282,-90.091118,1899-12-31 00:00:00,NA,"Broadmoor","A. crucians",0,2018-09-19,19,9,2018,38,5,180,1.53,96,99.84,0,0.159999999999997,"n",12,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776599121879,3316.0085381998,TRUE,29
"523",0,"33","2829 Second St",29.94282,-90.091118,1899-12-31 00:00:01,1899-12-31 00:00:01,"Broadmoor","Cx. restuans",0,2018-09-19,19,9,2018,38,1,180,1.19,96,99.84,0,0.159999999999997,"n",78,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776778192327,3316.00909749476,TRUE,29
"524",0,"33","2830 Second St",29.94282,-90.091118,1899-12-31 00:00:00,1899-12-31 00:00:00,"Broadmoor","Cx. restuans",0,2018-09-19,19,9,2018,38,2,180,0.75,96,99.84,0,0.159999999999997,"n",3,3,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776403178072,3316.00864418073,TRUE,29
"525",0,"33","2831 Second St",29.94282,-90.091118,1899-12-31 00:00:00,1899-12-31 00:00:01,"Broadmoor","Cx. restuans",0,2018-09-19,19,9,2018,38,3,180,1.24,96,99.84,0,0.159999999999997,"n",3,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776789441235,3316.0086539775,TRUE,29
"526",0,"33","2832 Second St",29.94282,-90.091118,1899-12-31 00:00:01,1899-12-31 00:00:00,"Broadmoor","Cx. restuans",0,2018-09-19,19,9,2018,38,4,180,1.73,96,99.84,0,0.159999999999997,"n",15,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776391929179,3316.00908769799,TRUE,29
"527",0,"33","2833 Second St",29.94282,-90.091118,1899-12-31 00:00:00,1899-12-31 00:00:00,"Broadmoor","Cx. restuans",0,2018-09-19,19,9,2018,38,5,180,1.53,96,99.84,0,0.159999999999997,"n",12,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776303800059,3316.00875261086,TRUE,29
"528",0,"33","2829 Second St",29.94282,-90.091118,1899-12-31 00:00:01,1899-12-31 00:00:01,"Broadmoor","Cx. nigripalpus",0,2018-09-19,19,9,2018,38,1,180,1.19,96,99.84,0,0.159999999999997,"n",78,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776877570344,3316.00898906464,TRUE,29
"529",0,"33","2830 Second St",29.94282,-90.091118,1899-12-31 00:00:00,1899-12-31 00:00:01,"Broadmoor","Cx. nigripalpus",0,2018-09-19,19,9,2018,38,2,180,0.75,96,99.84,0,0.159999999999997,"n",3,3,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776695687671,3316.00854064899,TRUE,29
"530",0,"33","2831 Second St",29.94282,-90.091118,1899-12-31 00:00:01,1899-12-31 00:00:00,"Broadmoor","Cx. nigripalpus",0,2018-09-19,19,9,2018,38,3,180,1.24,96,99.84,0,0.159999999999997,"n",3,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776485682743,3316.0092010265,TRUE,29
"531",0,"33","2832 Second St",29.94282,-90.091118,1899-12-31 00:00:00,1899-12-31 00:00:01,"Broadmoor","Cx. nigripalpus",0,2018-09-19,19,9,2018,38,4,180,1.73,96,99.84,0,0.159999999999997,"n",15,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.7768831948,3316.00876730601,TRUE,29
"532",0,"33","2833 Second St",29.94282,-90.091118,1899-12-31 00:00:01,1899-12-31 00:00:00,"Broadmoor","Cx. nigripalpus",0,2018-09-19,19,9,2018,38,5,180,1.53,96,99.84,0,0.159999999999997,"n",12,0,0,0,0,0,0,0,"n","n","n",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2km",7.20687796846568,0,0.0486,3.726,5.3028,3.4803,0,0,0,0,0,0,0,0,923,5241,4664,137,484,374,855,395,97,35,46,10,733,780.776298175615,3316.00897436949,TRUE,29
"533",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,NA,NA,"Lower Ninth","A. aeg",0,2018-03-09,9,3,2018,10,1,56,1.38,56,58.24,40,41.76,"n",40,0,0,0,0,0,0,0,"n","n","n",0,0.5,0.1,5.3,3.9,23.1,164.3,1.4,59.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275636172368,3319.53030484914,TRUE,1
"534",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,NA,"Lower Ninth","A. aeg",0,2018-03-09,9,3,2018,10,2,56,1.51,66.7,69.368,29.3,30.632,"n",12,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,2.3,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.27563907344,3319.53019396498,TRUE,1
"535",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,NA,"Lower Ninth","A. aeg",0,2018-03-09,9,3,2018,10,3,56,1.89,81.4,84.656,14.6,15.344,"n",21,0,0,0,0,0,0,0,"n","n","n",0,0.2,0.2,0.4,0,4,6,0.8,0.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275633271295,3319.5304157333,TRUE,1
"536",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,NA,1899-12-31 00:00:01,"Lower Ninth","A. aeg",0,2018-03-09,9,3,2018,10,4,56,1.3,58.7,61.048,37.3,38.952,"n",51,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.6,0,0,7.2,7.3,12,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275732713172,3319.53030737494,TRUE,1
"537",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,NA,1899-12-31 00:00:00,"Lower Ninth","A. aeg",0,2018-03-09,9,3,2018,10,5,56,1.86,59,61.36,37,38.64,"n",138,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275539631562,3319.53030232333,TRUE,1
"538",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","A. albo",0,2018-03-09,9,3,2018,10,1,56,1.38,56,58.24,40,41.76,"n",40,0,0,0,0,0,0,0,"n","n","n",0,0.5,0.1,5.3,3.9,23.1,164.3,1.4,59.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.27553673049,3319.53041320749,TRUE,1
"539",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","A. albo",0,2018-03-09,9,3,2018,10,2,56,1.51,66.7,69.368,29.3,30.632,"n",12,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,2.3,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275735614246,3319.53019649079,TRUE,1
"540",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","A. albo",0,2018-03-09,9,3,2018,10,3,56,1.89,81.4,84.656,14.6,15.344,"n",21,0,0,0,0,0,0,0,"n","n","n",0,0.2,0.2,0.4,0,4,6,0.8,0.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275542532633,3319.53019143917,TRUE,1
"541",25,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","A. albo",33,2018-03-09,9,3,2018,10,4,56,1.3,58.7,61.048,37.3,38.952,"n",51,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.6,0,0,7.2,7.3,12,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275729812099,3319.5304182591,TRUE,1
"542",3,"4","Tricou / N. Dorgenois",29.972584,-90.002213,NA,1899-12-31 00:00:01,"Lower Ninth","A. albo",5,2018-03-09,9,3,2018,10,5,56,1.86,59,61.36,37,38.64,"n",138,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275829253978,3319.53030990075,TRUE,1
"543",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,NA,1899-12-31 00:00:00,"Lower Ninth","Cx. salinarius",0,2018-03-09,9,3,2018,10,1,56,1.38,56,58.24,40,41.76,"n",40,0,0,0,0,0,0,0,"n","n","n",0,0.5,0.1,5.3,3.9,23.1,164.3,1.4,59.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275443090757,3319.53029979753,TRUE,1
"544",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,NA,"Lower Ninth","Cx. salinarius",0,2018-03-09,9,3,2018,10,2,56,1.51,66.7,69.368,29.3,30.632,"n",12,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,2.3,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275630370222,3319.53052661745,TRUE,1
"545",56,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,NA,"Lower Ninth","Cx. salinarius",106,2018-03-09,9,3,2018,10,3,56,1.89,81.4,84.656,14.6,15.344,"n",21,0,0,0,0,0,0,0,"n","n","n",0,0.2,0.2,0.4,0,4,6,0.8,0.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275641974512,3319.53008308082,TRUE,1
"546",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. salinarius",0,2018-03-09,9,3,2018,10,4,56,1.3,58.7,61.048,37.3,38.952,"n",51,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.6,0,0,7.2,7.3,12,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275832155053,3319.53019901659,TRUE,1
"547",23,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","Cx. salinarius",42,2018-03-09,9,3,2018,10,5,56,1.86,59,61.36,37,38.64,"n",138,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275440189686,3319.53041068168,TRUE,1
"548",78,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","Cx. quinq",108,2018-03-09,9,3,2018,10,1,56,1.38,56,58.24,40,41.76,"n",40,0,0,0,0,0,0,0,"n","n","n",0,0.5,0.1,5.3,3.9,23.1,164.3,1.4,59.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275826352904,3319.53042078491,TRUE,1
"549",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. quinq",0,2018-03-09,9,3,2018,10,2,56,1.51,66.7,69.368,29.3,30.632,"n",12,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,2.3,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275445991828,3319.53018891337,TRUE,1
"550",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","Cx. quinq",0,2018-03-09,9,3,2018,10,3,56,1.89,81.4,84.656,14.6,15.344,"n",21,0,0,0,0,0,0,0,"n","n","n",0,0.2,0.2,0.4,0,4,6,0.8,0.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275726911025,3319.53052914326,TRUE,1
"551",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. quinq",0,2018-03-09,9,3,2018,10,4,56,1.3,58.7,61.048,37.3,38.952,"n",51,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.6,0,0,7.2,7.3,12,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275545433705,3319.53008055502,TRUE,1
"552",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","Cx. quinq",0,2018-03-09,9,3,2018,10,5,56,1.86,59,61.36,37,38.64,"n",138,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275533829418,3319.53052409165,TRUE,1
"553",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","A. crucians",0,2018-03-09,9,3,2018,10,1,56,1.38,56,58.24,40,41.76,"n",40,0,0,0,0,0,0,0,"n","n","n",0,0.5,0.1,5.3,3.9,23.1,164.3,1.4,59.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275738515319,3319.53008560663,TRUE,1
"554",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,NA,1899-12-31 00:00:00,"Lower Ninth","A. crucians",0,2018-03-09,9,3,2018,10,2,56,1.51,66.7,69.368,29.3,30.632,"n",12,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,2.3,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.27534654995,3319.53029727172,TRUE,1
"555",1,"4","Tricou / N. Dorgenois",29.972584,-90.002213,NA,1899-12-31 00:00:01,"Lower Ninth","A. crucians",2,2018-03-09,9,3,2018,10,3,56,1.89,81.4,84.656,14.6,15.344,"n",21,0,0,0,0,0,0,0,"n","n","n",0,0.2,0.2,0.4,0,4,6,0.8,0.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275925794784,3319.53031242656,TRUE,1
"556",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,NA,"Lower Ninth","A. crucians",0,2018-03-09,9,3,2018,10,4,56,1.3,58.7,61.048,37.3,38.952,"n",51,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.6,0,0,7.2,7.3,12,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275627469149,3319.53063750161,TRUE,1
"557",5,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,NA,"Lower Ninth","A. crucians",9,2018-03-09,9,3,2018,10,5,56,1.86,59,61.36,37,38.64,"n",138,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,0,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275644875585,3319.52997219666,TRUE,1
"558",11,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,1899-12-31 00:00:01,"Lower Ninth","Cx. restuans",15,2018-03-09,9,3,2018,10,1,56,1.38,56,58.24,40,41.76,"n",40,0,0,0,0,0,0,0,"n","n","n",0,0.5,0.1,5.3,3.9,23.1,164.3,1.4,59.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275823451829,3319.53053166907,TRUE,1
"559",69,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,1899-12-31 00:00:00,"Lower Ninth","Cx. restuans",104,2018-03-09,9,3,2018,10,2,56,1.51,66.7,69.368,29.3,30.632,"n",12,0,0,0,0,0,0,0,"n","n","n",0,0,0,0,0,2.3,0,0,0,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275448892898,3319.53007802921,TRUE,1
"560",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:00,1899-12-31 00:00:01,"Lower Ninth","Cx. restuans",0,2018-03-09,9,3,2018,10,3,56,1.89,81.4,84.656,14.6,15.344,"n",21,0,0,0,0,0,0,0,"n","n","n",0,0.2,0.2,0.4,0,4,6,0.8,0.8,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275835056127,3319.53008813243,TRUE,1
"561",0,"4","Tricou / N. Dorgenois",29.972584,-90.002213,1899-12-31 00:00:01,1899-12-31 00:00:00,"Lower Ninth","Cx. restuans",0,2018-03-09,9,3,2018,10,4,56,1.3,58.7,61.048,37.3,38.952,"n",51,0,0,0,0,0,0,0,"n","n","n",0,0,0,0.6,0,0,7.2,7.3,12,0,0,0,NA,"2km",11.6867472192685,1.548,0.7533,2.8998,1.5255,0.2088,0.1521,0.0153,0.0828,0,0,0,0.7074,0.6219,1831,28440,15357,361,1206,1587,9739,4748,2304,1124,148,115,3192,789.275437288616,3319.53052156584,TRUE,1
